Placa,Chassi,Tipo,Ignição,HR Evento,HR Recebimento,Velocidade,Tensão,Sinal,Hodômetro,Endereço,Lat/Long
TBI9A63,2180169507,RFU_ENG,ON,24/07/2025 09:55,24/07/2025 09:59,45,14.23v,255,8572034,"Rua Rui Barbosa, Timbó - SC","-26.82457, -49.308586"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 09:55,24/07/2025 09:59,27,14.12v,255,8572224,"Rua Rui Barbosa, Timbó - SC","-26.824596, -49.306877"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 09:57,24/07/2025 09:59,30,14.16v,255,8572993,"Rua Rui Barbosa, Timbó - SC","-26.826277, -49.29952"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 09:57,24/07/2025 09:59,12,14.23v,255,8573285,"Rua Marechal Floriano Peixoto, Timbó - SC","-26.828535, -49.298504"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 09:57,24/07/2025 09:59,26,14.22v,255,8573311,"Rua Marechal Floriano Peixoto, Timbó - SC","-26.82836, -49.29834"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 09:59,24/07/2025 09:59,53,14.12v,255,8574311,"Rua Marechal Floriano Peixoto, Timbó - SC","-26.826603, -49.288483"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:00,24/07/2025 10:00,30,14.2v,10,8575771,"Rua Blumenau, Timbó - SC","-26.829042, -49.274857"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:02,24/07/2025 10:02,35,14.2v,10,8576496,"Rua Piauí, Timbó - SC","-26.834724, -49.27175"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:05,24/07/2025 10:05,43,14.16v,10,8578128,"Rua Blumenau, Timbó - SC","-26.848476, -49.275417"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:08,24/07/2025 10:08,53,14.16v,10,8580367,"Rodovia Augusto Hasse, Timbó - SC","-26.861843, -49.2591"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:11,24/07/2025 10:11,44,14.1v,10,8582668,"Rodovia Augusto Hasse, Indaial - SC","-26.878586, -49.247917"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:11,24/07/2025 10:11,47,14.13v,10,8582889,"Rodovia Augusto Hasse, Indaial - SC","-26.880514, -49.247124"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:12,24/07/2025 10:12,23,14.13v,10,8583297,"Marginal Br 470, Indaial - SC","-26.88387, -49.247093"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:15,24/07/2025 10:15,43,14.13v,10,8586033,"BR-470, Indaial - SC","-26.870062, -49.225056"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:18,24/07/2025 10:18,10,13.7v,10,8587134,"Rodovia BR-470 - BR-470, Indaial - SC","-26.870382, -49.214222"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:21,24/07/2025 10:21,47,14.16v,10,8588109,"Rodovia BR-470 - BR-470, Indaial - SC","-26.8697, -49.20452"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:23,24/07/2025 10:23,52,14.16v,10,8589474,"Rodovia BR-470 - BR-470, Blumenau - SC","-26.872889, -49.191605"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:23,24/07/2025 10:23,43,14.09v,10,8589969,"Rodovia BR-470 - BR-470, Blumenau - SC","-26.874561, -49.18706"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:24,24/07/2025 10:24,45,14.13v,10,8590474,"Rua Bagé, Blumenau - SC","-26.875076, -49.182182"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:27,24/07/2025 10:27,18,14.24v,10,8591755,"Rodovia BR-470 - BR-470, Blumenau - SC","-26.87981, -49.170727"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:30,24/07/2025 10:30,40,14.13v,10,8593728,"BR-470, Blumenau - SC","-26.883848, -49.15174"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:30,24/07/2025 10:30,57,14.13v,10,8594349,"Rua Theodoro Nuss, Blumenau - SC","-26.884129, -49.145546"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:31,24/07/2025 10:31,26,14.09v,10,8594751,"Rua Heinrich Hemmer, Blumenau - SC","-26.883284, -49.14186"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:31,24/07/2025 10:31,37,14.09v,10,8594784,"Rua Heinrich Hemmer, Blumenau - SC","-26.883652, -49.14198"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:31,24/07/2025 10:31,72,14.13v,10,8595320,"Rua Amália Reiter, Blumenau - SC","-26.88811, -49.140747"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:32,24/07/2025 10:32,66,14.16v,10,8595547,"Rua Hum Mil Seiscentos e Cinquoenta e Nove, Blumenau - SC","-26.889797, -49.139835"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:33,24/07/2025 10:33,30,14.02v,10,8596732,"Rua Gerhard Stark, Blumenau - SC","-26.89913, -49.136745"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:34,24/07/2025 10:34,27,14.13v,10,8597592,"Rua General Osório, Blumenau - SC","-26.905207, -49.13205"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:34,24/07/2025 10:34,33,14.16v,10,8597656,"Rua Arthur Weise, Blumenau - SC","-26.90562, -49.13249"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:34,24/07/2025 10:34,32,14.13v,10,8597725,"Rua Arthur Weise, Blumenau - SC","-26.906061, -49.1329"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:34,24/07/2025 10:34,30,14.1v,10,8597807,"Rua Guilherme Poerner, Blumenau - SC","-26.906652, -49.132507"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:34,24/07/2025 10:34,30,14.13v,10,8597862,"Rua Guilherme Poerner, Blumenau - SC","-26.906605, -49.13199"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:34,24/07/2025 10:34,35,14.16v,10,8597990,"Rua General Osório, Blumenau - SC","-26.906532, -49.13096"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:35,24/07/2025 10:35,27,14.16v,10,8598534,"Rua General Osório, Blumenau - SC","-26.908993, -49.126583"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:35,24/07/2025 10:35,28,14.16v,10,8598604,"Rua General Osório, Blumenau - SC","-26.90942, -49.126232"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:37,24/07/2025 10:37,42,14.16v,10,8600116,"Rua General Osório, Blumenau - SC","-26.912382, -49.112473"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:38,24/07/2025 10:38,39,14.13v,10,8600273,"Rua General Osório, Blumenau - SC","-26.913515, -49.111664"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:38,24/07/2025 10:38,25,14.16v,10,8600535,"Rua dos Caçadores, Blumenau - SC","-26.914747, -49.10965"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:38,24/07/2025 10:38,25,14.16v,10,8600599,"Rua dos Caçadores, Blumenau - SC","-26.915167, -49.109337"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:40,24/07/2025 10:40,19,14.2v,10,8601045,"Rua Tóquio, Blumenau - SC","-26.918064, -49.106876"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:40,24/07/2025 10:40,61,14.16v,10,8601497,"Rua Humberto de Campos, Blumenau - SC","-26.916677, -49.103054"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:40,24/07/2025 10:40,46,14.16v,10,8601806,"Rua Humberto de Campos, Blumenau - SC","-26.917603, -49.100548"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:42,24/07/2025 10:42,51,14.13v,10,8602952,"Rua Humberto de Campos, Blumenau - SC","-26.915691, -49.090137"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:42,24/07/2025 10:42,64,14.13v,10,8603251,"Rua Doutor Arthur Balsini, Blumenau - SC","-26.915712, -49.08708"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:45,24/07/2025 10:45,33,14.19v,10,8604105,"Rua Sete de Setembro, Blumenau - SC","-26.912733, -49.079613"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:48,24/07/2025 10:48,31,14.16v,10,8605660,"Rua Sete de Setembro, Blumenau - SC","-26.920612, -49.067646"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:48,24/07/2025 10:48,18,14.13v,10,8605942,"Rua Sete de Setembro, Blumenau - SC","-26.921898, -49.065422"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:48,24/07/2025 10:48,17,13.77v,10,8605964,"Rua Paul Hering, Blumenau - SC","-26.921713, -49.065487"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:48,24/07/2025 10:48,12,14.2v,10,8606007,"Rua Curt Hering, Blumenau - SC","-26.92154, -49.0651"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:49,24/07/2025 10:49,6,14.16v,10,8606079,"Rua Caetano Deeke, Blumenau - SC","-26.921698, -49.064533"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:49,24/07/2025 10:49,10,13.37v,10,8606090,"Rua Caetano Deeke, Blumenau - SC","-26.921787, -49.064636"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 10:52,24/07/2025 10:52,0,12.81v,10,8606126,"Rua Caetano Deeke, Blumenau - SC","-26.921934, -49.0649"
TBI9A63,2180169507,IGNICAO_OFF,OFF,24/07/2025 10:53,24/07/2025 10:53,0,12.81v,10,8606126,"Rua Caetano Deeke, Blumenau - SC","-26.921934, -49.0649"
TBI9A63,2180169507,IGNICAO_ON,ON,24/07/2025 11:04,24/07/2025 11:04,0,13.99v,10,8606126,"Rua Caetano Deeke, Blumenau - SC","-26.921934, -49.0649"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 11:07,24/07/2025 11:07,0,12.89v,10,8606126,"Rua Caetano Deeke, Blumenau - SC","-26.921934, -49.0649"
TBI9A63,2180169507,IGNICAO_OFF,OFF,24/07/2025 11:09,24/07/2025 11:09,0,12.95v,10,8606126,"Rua Caetano Deeke, Blumenau - SC","-26.921934, -49.0649"
TBI9A63,2180169507,POSICAO_EM_SLEEP,OFF,24/07/2025 12:09,24/07/2025 12:09,0,12.21v,10,8606126,"Rua Caetano Deeke, Blumenau - SC","-26.921934, -49.0649"
TBI9A63,2180169507,IGNICAO_ON,ON,24/07/2025 12:09,24/07/2025 12:09,0,12.23v,10,8606126,"Rua Caetano Deeke, Blumenau - SC","-26.921934, -49.0649"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:10,24/07/2025 12:10,11,12.2v,10,8606126,"Rua Sete de Setembro, Blumenau - SC","-26.923094, -49.06342"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:11,24/07/2025 12:11,5,12.2v,10,8606341,"Rua Sete de Setembro, Blumenau - SC","-26.922922, -49.06333"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:11,24/07/2025 12:11,10,12.19v,10,8606390,"Rua Sete de Setembro, Blumenau - SC","-26.922523, -49.063236"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:13,24/07/2025 12:13,11,14.13v,10,8606715,"Avenida Presidente Castelo Branco, Blumenau - SC","-26.920162, -49.06401"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:16,24/07/2025 12:16,0,14.02v,10,8606721,"Avenida Presidente Castelo Branco, Blumenau - SC","-26.9202, -49.064053"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:19,24/07/2025 12:19,0,14.2v,10,8606721,"Avenida Presidente Castelo Branco, Blumenau - SC","-26.9202, -49.064053"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:22,24/07/2025 12:22,0,14.09v,10,8606721,"Avenida Presidente Castelo Branco, Blumenau - SC","-26.9202, -49.064053"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:24,24/07/2025 12:24,6,14.2v,10,8608353,"Rua Paraíba, Blumenau - SC","-26.911898, -49.073483"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:25,24/07/2025 12:25,5,14.27v,10,8608519,"Rua Paraíba, Blumenau - SC","-26.911493, -49.072525"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:25,24/07/2025 12:25,8,14.2v,10,8608526,"Rua Paraíba, Blumenau - SC","-26.911451, -49.072475"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:25,24/07/2025 12:25,15,14.21v,10,8608580,"Rua São Paulo, Blumenau - SC","-26.9113, -49.071968"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:25,24/07/2025 12:25,23,14.23v,10,8608624,"Rua São Paulo, Blumenau - SC","-26.911617, -49.0717"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:26,24/07/2025 12:26,18,14.26v,10,8608824,"Rua Tocantins, Blumenau - SC","-26.91264, -49.070744"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:27,24/07/2025 12:27,13,14.2v,10,8608901,"Ponte Aldo Pereira, Blumenau - SC","-26.912376, -49.06982"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:28,24/07/2025 12:28,45,14.27v,10,8608997,"Avenida Martin Luther, Blumenau - SC","-26.90977, -49.071815"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:30,24/07/2025 12:30,33,14.16v,10,8610310,"Avenida Martin Luther, Blumenau - SC","-26.902462, -49.07723"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:33,24/07/2025 12:33,65,14.13v,10,8613601,"Via Paul Fritz Kuehnrich, Blumenau - SC","-26.87538, -49.067173"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:33,24/07/2025 12:33,65,14.09v,10,8613794,"Via Paul Fritz Kuehnrich, Blumenau - SC","-26.873804, -49.06759"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:34,24/07/2025 12:34,79,14.16v,10,8614629,"Via Paul Fritz Kuehnrich, Blumenau - SC","-26.868383, -49.072353"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:35,24/07/2025 12:35,28,13.25v,10,8615625,"Rodovia BR-470 - BR-470, Blumenau - SC","-26.860428, -49.06848"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:35,24/07/2025 12:35,32,14.06v,10,8615682,"Rodovia BR-470 - BR-470, Blumenau - SC","-26.86065, -49.067997"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:35,24/07/2025 12:35,31,14.09v,10,8615728,"Rodovia BR-470 - BR-470, Blumenau - SC","-26.861032, -49.06789"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:35,24/07/2025 12:35,41,14.09v,10,8615751,"Rodovia BR-470 - BR-470, Blumenau - SC","-26.861217, -49.06813"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:35,24/07/2025 12:35,66,14.13v,10,8615947,"BR-470, Blumenau - SC","-26.861404, -49.070057"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:38,24/07/2025 12:38,46,14.09v,10,8618787,"Rodovia BR-470 - BR-470, Blumenau - SC","-26.862883, -49.096786"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:39,24/07/2025 12:39,6,12.6v,10,8619357,"BR-470, Blumenau - SC","-26.866184, -49.10061"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:39,24/07/2025 12:39,6,12.6v,10,8619378,"BR-470, Blumenau - SC","-26.866062, -49.10047"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:40,24/07/2025 12:40,44,14.13v,10,8620120,"Rua Ari Barroso, Blumenau - SC","-26.871729, -49.09704"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:40,24/07/2025 12:40,20,14.16v,10,8620214,"Rua Engenheiro Udo Deeke, Blumenau - SC","-26.872171, -49.096577"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:41,24/07/2025 12:41,30,13.37v,10,8620634,"Rua Dois de Setembro, Blumenau - SC","-26.870802, -49.09265"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:41,24/07/2025 12:41,34,14.16v,10,8620666,"Rua Doutor Pedro Zimmermann, Blumenau - SC","-26.870558, -49.092556"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:41,24/07/2025 12:41,41,14.2v,10,8620852,"Rua Doutor Pedro Zimmermann, Blumenau - SC","-26.869143, -49.091843"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:43,24/07/2025 12:43,65,12.27v,10,8622148,"BR-470, Blumenau - SC","-26.862343, -49.08211"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:43,24/07/2025 12:43,50,12.16v,10,8622465,"BR-470, Blumenau - SC","-26.859983, -49.083214"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:44,24/07/2025 12:44,19,14.2v,10,8623224,"SC-108, Blumenau - SC","-26.854443, -49.086452"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:44,24/07/2025 12:44,16,14.13v,10,8623245,"SC-108, Blumenau - SC","-26.85441, -49.08629"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 12:47,24/07/2025 12:47,0,12.74v,10,8623296,"Rua Doutor Pedro Zimmermann, Blumenau - SC","-26.854357, -49.085785"
TBI9A63,2180169507,IGNICAO_OFF,OFF,24/07/2025 12:48,24/07/2025 12:48,0,12.7v,10,8623296,"Rua Doutor Pedro Zimmermann, Blumenau - SC","-26.854357, -49.085785"
TBI9A63,2180169507,IGNICAO_ON,ON,24/07/2025 13:04,24/07/2025 13:04,0,12.2v,10,8623296,"Rua Doutor Pedro Zimmermann, Blumenau - SC","-26.854357, -49.085785"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:05,24/07/2025 13:05,6,12.23v,10,8623449,"SC-108, Blumenau - SC","-26.85403, -49.08685"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:06,24/07/2025 13:06,25,12.37v,10,8624771,"Rua Doutor Pedro Zimmermann, Blumenau - SC","-26.865288, -49.084064"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:06,24/07/2025 13:06,26,12.2v,10,8624796,"Rua Doutor Pedro Zimmermann, Blumenau - SC","-26.865175, -49.083786"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:06,24/07/2025 13:06,59,12.23v,10,8624936,"Rua Primeiro de Janeiro, Blumenau - SC","-26.864197, -49.08277"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:07,24/07/2025 13:07,78,12.23v,10,8625716,"BR-470, Blumenau - SC","-26.859898, -49.07747"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:08,24/07/2025 13:08,64,13.95v,10,8626315,"BR-470, Blumenau - SC","-26.860878, -49.071712"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:08,24/07/2025 13:08,45,14.02v,10,8626616,"Via Paul Fritz Kuehnrich, Blumenau - SC","-26.862907, -49.069897"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:09,24/07/2025 13:09,69,14.04v,10,8627580,"Via Paul Fritz Kuehnrich, Blumenau - SC","-26.870811, -49.071877"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:09,24/07/2025 13:09,58,14.13v,10,8628303,"Via Paul Fritz Kuehnrich, Blumenau - SC","-26.8754, -49.06706"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:11,24/07/2025 13:11,64,14.09v,10,8630564,"Via Paul Fritz Kuehnrich, Blumenau - SC","-26.894588, -49.072903"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:12,24/07/2025 13:12,22,14.13v,10,8631520,"Rua Engenheiro Paul Werner, Blumenau - SC","-26.900694, -49.07924"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:14,24/07/2025 13:14,10,14.06v,10,8632634,"Rua Timbó, Blumenau - SC","-26.907991, -49.073845"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:14,24/07/2025 13:14,24,14.06v,10,8632684,"Rua Timbó, Blumenau - SC","-26.908405, -49.073917"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:17,24/07/2025 13:17,12,14.16v,10,8633650,"Rua São Paulo, Blumenau - SC","-26.914957, -49.069565"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:17,24/07/2025 13:17,9,14.16v,10,8633682,"Rua Quinze de Novembro, Blumenau - SC","-26.915026, -49.069366"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:17,24/07/2025 13:17,20,14.13v,10,8633686,"Rua Doutor Amadeu da Luz, Blumenau - SC","-26.91516, -49.069756"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:17,24/07/2025 13:18,17,14.13v,10,8633979,"Rua Sete de Setembro, Blumenau - SC","-26.916632, -49.071644"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:18,24/07/2025 13:18,28,14.16v,10,8634188,"Rua Sete de Setembro, Blumenau - SC","-26.918568, -49.069847"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:19,24/07/2025 13:19,23,13.94v,10,8634882,"Rua Sete de Setembro, Blumenau - SC","-26.921759, -49.06529"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:20,24/07/2025 13:20,10,13.74v,10,8634989,"Rua Caetano Deeke, Blumenau - SC","-26.92175, -49.064747"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:22,24/07/2025 13:22,7,12.4v,10,8635136,"Rua Sete de Setembro, Blumenau - SC","-26.922108, -49.06491"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 13:25,24/07/2025 13:25,0,12.88v,10,8635141,"Rua Sete de Setembro, Blumenau - SC","-26.922077, -49.06494"
TBI9A63,2180169507,IGNICAO_OFF,OFF,24/07/2025 13:27,24/07/2025 13:27,0,12.91v,10,8635141,"Rua Sete de Setembro, Blumenau - SC","-26.922077, -49.06494"
TBI9A63,2180169507,POSICAO_EM_SLEEP,OFF,24/07/2025 14:27,24/07/2025 14:27,0,12.92v,10,8635141,"Rua Sete de Setembro, Blumenau - SC","-26.922077, -49.06494"
TBI9A63,2180169507,POSICAO_EM_SLEEP,OFF,24/07/2025 15:27,24/07/2025 15:27,0,12.91v,10,8635141,"Rua Sete de Setembro, Blumenau - SC","-26.922077, -49.06494"
TBI9A63,2180169507,POSICAO_EM_SLEEP,OFF,24/07/2025 16:27,24/07/2025 16:27,0,12.91v,10,8635141,"Rua Sete de Setembro, Blumenau - SC","-26.922077, -49.06494"
TBI9A63,2180169507,POSICAO_EM_SLEEP,OFF,24/07/2025 17:27,24/07/2025 17:27,0,12.91v,10,8635141,"Rua Sete de Setembro, Blumenau - SC","-26.922077, -49.06494"
TBI9A63,2180169507,POSICAO_EM_SLEEP,OFF,24/07/2025 18:27,24/07/2025 18:27,0,12.89v,10,8635141,"Rua Sete de Setembro, Blumenau - SC","-26.922077, -49.06494"
TBI9A63,2180169507,POSICAO_EM_SLEEP,OFF,24/07/2025 19:27,24/07/2025 19:27,0,12.87v,10,8635141,"Rua Sete de Setembro, Blumenau - SC","-26.922077, -49.06494"
TBI9A63,2180169507,IGNICAO_ON,ON,24/07/2025 19:28,24/07/2025 19:28,0,13.16v,10,8635141,"Rua Sete de Setembro, Blumenau - SC","-26.922077, -49.06494"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 19:31,24/07/2025 19:31,0,13.84v,10,8635141,"Rua Sete de Setembro, Blumenau - SC","-26.922077, -49.06494"
TBI9A63,2180169507,IGNICAO_OFF,OFF,24/07/2025 19:32,24/07/2025 19:32,0,14.16v,10,8635141,"Rua Sete de Setembro, Blumenau - SC","-26.922077, -49.06494"
TBI9A63,2180169507,IGNICAO_ON,ON,24/07/2025 19:33,24/07/2025 19:33,0,14.02v,10,8635141,"Rua Sete de Setembro, Blumenau - SC","-26.922077, -49.06494"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 19:36,24/07/2025 19:36,0,14.02v,10,8635141,"Rua Sete de Setembro, Blumenau - SC","-26.922077, -49.06494"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 19:38,24/07/2025 19:38,33,14.02v,10,8635506,"Avenida Presidente Castelo Branco, Blumenau - SC","-26.91869, -49.06574"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 19:38,24/07/2025 19:38,21,13.99v,10,8635746,"Rua Uruguai, Blumenau - SC","-26.917494, -49.064217"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 19:39,24/07/2025 19:39,44,14.02v,10,8636199,"Rua Chile, Blumenau - SC","-26.916258, -49.060673"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 19:39,24/07/2025 19:39,37,14.02v,10,8636367,"Rua Chile, Blumenau - SC","-26.914898, -49.060207"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 19:39,24/07/2025 19:39,34,14.02v,10,8636515,"Rua República Argentina, Blumenau - SC","-26.91367, -49.059586"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 19:41,24/07/2025 19:41,51,13.95v,10,8638337,"Rua República Argentina, Blumenau - SC","-26.906378, -49.044693"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 19:42,24/07/2025 19:42,30,14.01v,10,8639047,"Rua Silvano Cândido da Silva Sênior, Blumenau - SC","-26.900476, -49.046295"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 19:42,24/07/2025 19:42,31,13.95v,10,8639096,"Praça Professor José da Silva, Blumenau - SC","-26.900803, -49.046757"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 19:42,24/07/2025 19:42,18,13.99v,10,8639201,"Ponte Anel Viário Norte, Blumenau - SC","-26.901442, -49.046753"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 19:43,24/07/2025 19:43,16,14.02v,10,8639379,"Rua João Amaro Schneider, Blumenau - SC","-26.902826, -49.046413"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 19:46,24/07/2025 19:46,0,13.06v,10,8639422,"Rua João Amaro Schneider, Blumenau - SC","-26.902918, -49.04654"
TBI9A63,2180169507,IGNICAO_OFF,OFF,24/07/2025 19:47,24/07/2025 19:47,0,13.84v,10,8639437,"Rua João Amaro Schneider, Blumenau - SC","-26.90289, -49.046513"
TBI9A63,2180169507,IGNICAO_ON,ON,24/07/2025 19:47,24/07/2025 19:47,0,13.88v,10,8639437,"Rua João Amaro Schneider, Blumenau - SC","-26.90289, -49.046513"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 19:47,24/07/2025 19:47,27,14.16v,10,8639437,"Rua República Argentina, Blumenau - SC","-26.901314, -49.04609"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 19:48,24/07/2025 19:48,19,14.16v,10,8639747,"Praça Professor José da Silva, Blumenau - SC","-26.900675, -49.046825"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 19:48,24/07/2025 19:48,10,14.16v,10,8639844,"Ponte Anel Viário Norte, Blumenau - SC","-26.901142, -49.04628"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 19:48,24/07/2025 19:48,8,14.16v,10,8640101,"Rua Antônio Treis, Blumenau - SC","-26.901567, -49.04407"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 19:48,24/07/2025 19:48,36,13.99v,10,8640116,"Rua Francisco Alcântara, Blumenau - SC","-26.901155, -49.046806"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 19:49,24/07/2025 19:49,28,14.02v,10,8640409,"Praça Professor José da Silva, Blumenau - SC","-26.900843, -49.046814"
TBI9A63,2180169507,POSICAO,ON,24/07/2025 19:49,24/07/2025 19:49,23,14.01v,10,8640497,"Rua Silvano Cândido da Silva Sênior, Blumenau - SC","-26.900415, -49.04637"
